,sentence,intents,clean_sentence
4470,what are the names of all my saved lists,lists_query,names saved lists
4471,what is that on the list,lists_query,list
4472,what is on this list,lists_query,list
4473,what to do lists do i have,lists_query,lists
4474,show me what lists are available,lists_query,show lists available
4475,there are anything in my list,lists_query,anything list
4476,what is on my shopping list today,lists_query,shopping list today
4477,what lists available,lists_query,lists available
4478,what is on my to do list,lists_query,list
4479,what's next on my list,lists_query,what's next list
4480,give me all my lists,lists_query,give lists
4481,find the list,lists_query,find list
4482,what lists are in my notebook,lists_query,lists notebook
4483,tell me what lists i have,lists_query,tell lists
4484,list to do,lists_query,list
4485,read out my shopping list for today,lists_query,read shopping list today
4486,what lists are open,lists_query,lists open
4487,what's still on the list,lists_query,what's still list
4488,could you open my list app and check for groceries please,lists_query,could open list app check groceries please
4489,read my list to me,lists_query,read list
4490,please show me the list that i have,lists_query,please show list
4491,give me the details on purchase order,lists_query,give details purchase order
4492,arrange the list in alphabetical order that are available,lists_query,arrange list alphabetical order available
4493,delete the dog list for me,lists_remove,delete dog list
4494,delete item on list,lists_remove,delete item list
4495,remove the milk from the shopping list,lists_remove,remove milk shopping list
4496,please delete list titled kickball,lists_remove,please delete list titled kickball
4497,remove this list from the others,lists_remove,remove list others
4498,please delete the last song that played from the playlist,lists_remove,please delete last song played playlist
4499,remove my grocery list,lists_remove,remove grocery list
4500,take item off list,lists_remove,take item list
4501,please tell me how can I remove the item,lists_remove,please tell I remove item
4502,erase shopping list,lists_remove,erase shopping list
4503,all food items with the prefix dry should be taken away from the list,lists_remove,food items prefix dry taken away list
4504,remove soccer list from notes,lists_remove,remove soccer list notes
4505,remove lunch with co workers on thursday,lists_remove,remove lunch co workers thursday
4506,move buying eggs item to trash from to do list,lists_remove,move buying eggs item trash list
4507,delete that item from the list,lists_remove,delete item list
4508,delete happy dance playlist,lists_remove,delete happy dance playlist
4509,this item should be removed from list,lists_remove,item removed list
4510,i don't want eggs,lists_remove,want eggs
4511,i want you to remove the item from the list,lists_remove,want remove item list
4512,take milk off my grocery list,lists_remove,take milk grocery list
4513,delete the item two from the list,lists_remove,delete item two list
4514,remove a list of employees,lists_remove,remove list employees
4515,take off this list,lists_remove,take list
4516,remove that from my list,lists_remove,remove list
4517,delete that item from my list,lists_remove,delete item list
4518,erase previous list,lists_remove,erase previous list
4519,remove any kind of list,lists_remove,remove kind list
4520,remove grocery list please,lists_remove,remove grocery list please
4521,delete this list,lists_remove,delete list
4522,delete call newspaper from my vacation list,lists_remove,delete call newspaper vacation list
4523,delete bread from shopping list,lists_remove,delete bread shopping list
4524,remove the second row from the list,lists_remove,remove second row list
4525,delete my list of appointments for tomorrow,lists_remove,delete list appointments tomorrow
4526,can you remove my to do list,lists_remove,remove list
4527,open lists remove list,lists_remove,open lists remove list
4528,find my shopping list and delete it,lists_remove,find shopping list delete
4529,i want to cancel the recording i have on the dvr list for this morning,lists_remove,want cancel recording dvr list morning
4530,remove the last item,lists_remove,remove last item
4531,delete the following list,lists_remove,delete following list
4532,cancel list,lists_remove,cancel list
4533,get rid of the wednesday list,lists_remove,get rid wednesday list
4534,show list items,lists_remove,show list items
4535,remove item from list,lists_remove,remove item list
4536,delete shopping list,lists_remove,delete shopping list
4537,remove my list of contacts from work,lists_remove,remove list contacts work
4538,take out the milk from the shopping list,lists_remove,take milk shopping list
4539,delete list for groceries,lists_remove,delete list groceries
4540,remove night night playlist,lists_remove,remove night night playlist
4541,please delete this item,lists_remove,please delete item
4542,delete list blank,lists_remove,delete list blank
4543,please remove item a from my list,lists_remove,please remove item list
4544,remove apple from list,lists_remove,remove apple list
4545,reset my locations list,lists_remove,reset locations list
4546,remove my to do list,lists_remove,remove list
4547,remove the list of person starting from letter m in my contact list,lists_remove,remove list person starting letter contact list
4548,remove my shopping list,lists_remove,remove shopping list
4549,remove apples from my shopping list,lists_remove,remove apples shopping list
4550,remove the list called party time,lists_remove,remove list called party time
4551,kill item,lists_remove,kill item
4552,remove last played song,lists_remove,remove last played song
4553,drop it from list,lists_remove,drop list
4554,please delete the shopping list,lists_remove,please delete shopping list
4555,delete an item,lists_remove,delete item
4556,remove the guest list i created last week,lists_remove,remove guest list created last week
4557,i have already given mark his gift today please remove him on my christmas gift list,lists_remove,already given mark gift today please remove christmas gift list
4558,delete the list,lists_remove,delete list
4559,cross out bread from shopping list,lists_remove,cross bread shopping list
4560,remove noodles from the list,lists_remove,remove noodles list
4561,can you remove remove buying eggs item from my to do list,lists_remove,remove remove buying eggs item list
4562,please remove apples from my grocery list,lists_remove,please remove apples grocery list
4563,delete list,lists_remove,delete list
4564,please clean my shopping list,lists_remove,please clean shopping list
4565,remove list of due payment of rajesh,lists_remove,remove list due payment rajesh
4566,please delete bananas from my shopping list,lists_remove,please delete bananas shopping list
4567,please delete this file,lists_remove,please delete file
4568,take that off there,lists_remove,take
4569,rearrange that off the list,lists_remove,rearrange list
4570,get rid of a list,lists_remove,get rid list
4571,please remove sporty event from list,lists_remove,please remove sporty event list
4572,please remove a list,lists_remove,please remove list
4573,please remove dallas from my travel itinerary,lists_remove,please remove dallas travel itinerary
4574,clear the list,lists_remove,clear list
4575,delete my groceries list,lists_remove,delete groceries list
4576,please remove the first list,lists_remove,please remove first list
4577,remove grocery list,lists_remove,remove grocery list
4578,remove my list of notes from last week,lists_remove,remove list notes last week
4579,find apple on list and remove,lists_remove,find apple list remove
4580,remove that item,lists_remove,remove item
4581,delete last item listed,lists_remove,delete last item listed
4582,remove cereal from my shopping list,lists_remove,remove cereal shopping list
4583,i'm done with today's to do list,lists_remove,i'm done today's list
4584,delete the last list,lists_remove,delete last list
4585,please remove the grocery list from my set of lists,lists_remove,please remove grocery list set lists
