,sentence,intents
6834,start my favourite podcast,play_podcasts
6835,play the next podcast episode,play_podcasts
6836,will you please play a podcast,play_podcasts
6837,next podcast,play_podcasts
6838,go to the podcast and play the next episode in friends,play_podcasts
6839,start playing my most recent podcast,play_podcasts
6840,play the most current episode of levin,play_podcasts
6841,ted talks,play_podcasts
6842,start my most recently played podcast,play_podcasts
6843,rewind button,play_podcasts
6844,please play james altucher's podcast,play_podcasts
6845,let me hear that podcast,play_podcasts
6846,play me john's podcast,play_podcasts
6847,next one please,play_podcasts
6848,play most recent podcast upload,play_podcasts
6849,go to the next episode in this podcast,play_podcasts
6850,move forward ten minutes in this podcast,play_podcasts
6851,play anything new from my podcast subscriptions,play_podcasts
6852,play the next episode of adele's podcast,play_podcasts
6853,replay my last played podcast,play_podcasts
6854,move to the next episode of hipsterhood,play_podcasts
6855,show me the newest podcasts,play_podcasts
6856,please play a podcast,play_podcasts
6857,skip to next,play_podcasts
6858,start podcast,play_podcasts
6859,please go to the next episode of the podcast,play_podcasts
6860,start the gilmore guys,play_podcasts
6861,play the most recent podcast for this american life,play_podcasts
6862,play the next show on podcast,play_podcasts
6863,start the podcast i was last listening to,play_podcasts
6864,please play next episode of bbc history podcast,play_podcasts
6865,play current episode,play_podcasts
6866,plays the podcast from the beginning,play_podcasts
6867,play podcast a,play_podcasts
6868,can you find the dave ramsey podcast that aired earlier today,play_podcasts
6869,hey play my favourite podcast from list,play_podcasts
6870,play the next episode of radiolab,play_podcasts
6871,please play podcasts on science,play_podcasts
6872,play my favourite podcast,play_podcasts
6873,play the next recording,play_podcasts
6874,back one episode,play_podcasts
6875,please continue with the next podcast episode,play_podcasts
6876,please start the podcast,play_podcasts
6877,play stuff you should know,play_podcasts
6878,please play the next episode,play_podcasts
6879,play the podcast of barack obama saved in device,play_podcasts
6880,play that podcast i was listening to yesterday,play_podcasts
6881,play latest reason podcast,play_podcasts
6882,start playlist for podcast,play_podcasts
6883,go back,play_podcasts
6884,start the podcast over that i started last night,play_podcasts
6885,play me the bbc radio podcast,play_podcasts
6886,play compassionate cook episode twenty three,play_podcasts
6887,i want to listen to the podcast of the super bowl this past year,play_podcasts
6888,play today's podcast from the mi,play_podcasts
6889,find me the latest podcast about president trump and his immigration ban,play_podcasts
6890,i'd like to continue to the next episode,play_podcasts
6891,please play the next episode in the podcast,play_podcasts
6892,start playing my most played podcast,play_podcasts
6893,next episode please,play_podcasts
6894,let me listen to the latest lovett or leave it podcast,play_podcasts
6895,play cindi's favorite podcast,play_podcasts
6896,play the serial podcast,play_podcasts
6897,go to favourite list,play_podcasts
6898,jump to next podcast,play_podcasts
6899,play next on podcast,play_podcasts
6900,skip to next episode,play_podcasts
6901,skip to the next episode of this podcast,play_podcasts
6902,show me the previous episode,play_podcasts
6903,rewind the episode of podcast,play_podcasts
6904,play me some podcasts about getting rich quick,play_podcasts
6905,play the last next episode,play_podcasts
6906,play next reason podcast,play_podcasts
6907,forward this one,play_podcasts
6908,i want you to play the podcast,play_podcasts
6909,i want to listen to a new podcast on healthcare,play_podcasts
6910,play episode two of the intern,play_podcasts
6911,skip forward,play_podcasts
6912,can you play the next episode please,play_podcasts
6913,play the podcast named ringcast,play_podcasts
6914,i want to listen to podcast,play_podcasts
6915,find the serial podcast and play it,play_podcasts
6916,play me a podcast,play_podcasts
6917,play musician play list,play_podcasts
6918,next episode in podcast,play_podcasts
6919,go to beginning of previous episode,play_podcasts
6920,npr ted talks,play_podcasts
6921,next episode of nyt podcast,play_podcasts
6922,play this podcast,play_podcasts
6923,next podcast play,play_podcasts
6924,move on to the next podcast episode,play_podcasts
6925,go back to the last episode in this podcast,play_podcasts
6926,play me the latest podcast about online surveys,play_podcasts
6927,play newest reason podcast,play_podcasts
6928,play podcast episode new,play_podcasts
6929,open podcast player,play_podcasts
6930,list and play all theory podcasts under ten min,play_podcasts
6931,play next episode on podcast,play_podcasts
6932,i want to see the previous episode,play_podcasts
6933,move forward to the next episode,play_podcasts
6934,please start joe rogan podcast please,play_podcasts
6935,please check episode number thirty nine,play_podcasts
6936,search for podcasts that cover men's issues,play_podcasts
6937,can you forward an episode in the podcast,play_podcasts
6938,play episode ten in the podcast,play_podcasts
6939,play heavyweight podcast,play_podcasts
6940,skip to the next podcast,play_podcasts
6941,go to the third episode of this podcast,play_podcasts
6942,please start my podcast,play_podcasts
6943,i would like to listen to this mornings mike and mike podcast,play_podcasts
6944,rewind to four twelve,play_podcasts
6945,play a podcast about latest yoga videos,play_podcasts
6946,favourite podcast,play_podcasts
6947,i want to see the next podcast available,play_podcasts
6948,start playing ringcast,play_podcasts
6949,i am ready to hear the next episode of podcast,play_podcasts
6950,can you pull up the dave ramsey podcast that aired on monday,play_podcasts
6951,play the next episode of this series,play_podcasts
6952,play next doctor who episode,play_podcasts
6953,next episode in the podcast please,play_podcasts
6954,play podcast one,play_podcasts
6955,play the bob and tom show,play_radio
6956,play bbc radio one,play_radio
6957,play my favorite station,play_radio
6958,i would like to listen to this programme on radio,play_radio
