,sentence,intents,clean_sentence
4477,what lists available,lists_query,list avail
4478,what is on my to do list,lists_query,list
4479,what's next on my list,lists_query,what '' s next list
4480,give me all my lists,lists_query,give list
4481,find the list,lists_query,find list
4482,what lists are in my notebook,lists_query,list notebook
4483,tell me what lists i have,lists_query,tell list
4484,list to do,lists_query,list
4485,read out my shopping list for today,lists_query,read shop list today
4486,what lists are open,lists_query,list open
4487,what's still on the list,lists_query,what '' s still list
4488,could you open my list app and check for groceries please,lists_query,could open list pp check groceri plea
4489,read my list to me,lists_query,read list
4490,please show me the list that i have,lists_query,plea show list
4491,give me the details on purchase order,lists_query,give detail purchas order
4492,arrange the list in alphabetical order that are available,lists_query,arrang list alphabet order avail
4493,delete the dog list for me,lists_remove,delet dog list
4494,delete item on list,lists_remove,delet item list
4495,remove the milk from the shopping list,lists_remove,remov milk shop list
4496,please delete list titled kickball,lists_remove,plea delet list titl kickbal
4497,remove this list from the others,lists_remove,remov list other
4498,please delete the last song that played from the playlist,lists_remove,plea delet last song play playlist
4499,remove my grocery list,lists_remove,remov grocer list
4500,take item off list,lists_remove,take item list
4501,please tell me how can I remove the item,lists_remove,plea tell I remov item
4502,erase shopping list,lists_remove,ea shop list
4503,all food items with the prefix dry should be taken away from the list,lists_remove,food item prefix dri taken away list
4504,remove soccer list from notes,lists_remove,remov soccer list note
4505,remove lunch with co workers on thursday,lists_remove,remov lunch co worker thursday
4506,move buying eggs item to trash from to do list,lists_remove,move buy egg item trash list
4507,delete that item from the list,lists_remove,delet item list
4508,delete happy dance playlist,lists_remove,delet happi danc playlist
4509,this item should be removed from list,lists_remove,item remov list
4510,i don't want eggs,lists_remove,want egg
4511,i want you to remove the item from the list,lists_remove,want remov item list
4512,take milk off my grocery list,lists_remove,take milk grocer list
4513,delete the item two from the list,lists_remove,delet item two list
4514,remove a list of employees,lists_remove,remov list employe
4515,take off this list,lists_remove,take list
4516,remove that from my list,lists_remove,remov list
4517,delete that item from my list,lists_remove,delet item list
4518,erase previous list,lists_remove,ea previou list
4519,remove any kind of list,lists_remove,remov kind list
4520,remove grocery list please,lists_remove,remov grocer list plea
4521,delete this list,lists_remove,delet list
4522,delete call newspaper from my vacation list,lists_remove,delet call newspap vacat list
4523,delete bread from shopping list,lists_remove,delet bread shop list
4524,remove the second row from the list,lists_remove,remov second row list
4525,delete my list of appointments for tomorrow,lists_remove,delet list appoint tomorrow
4526,can you remove my to do list,lists_remove,remov list
4527,open lists remove list,lists_remove,open list remov list
4528,find my shopping list and delete it,lists_remove,find shop list delet
4529,i want to cancel the recording i have on the dvr list for this morning,lists_remove,want cancel record dr list morn
4530,remove the last item,lists_remove,remov last item
4531,delete the following list,lists_remove,delet follow list
4532,cancel list,lists_remove,cancel list
4533,get rid of the wednesday list,lists_remove,get rid wednesday list
4534,show list items,lists_remove,show list item
4535,remove item from list,lists_remove,remov item list
4536,delete shopping list,lists_remove,delet shop list
4537,remove my list of contacts from work,lists_remove,remov list contact work
4538,take out the milk from the shopping list,lists_remove,take milk shop list
4539,delete list for groceries,lists_remove,delet list groceri
4540,remove night night playlist,lists_remove,remov night night playlist
4541,please delete this item,lists_remove,plea delet item
4542,delete list blank,lists_remove,delet list blank
4543,please remove item a from my list,lists_remove,plea remov item list
4544,remove apple from list,lists_remove,remov appl list
4545,reset my locations list,lists_remove,rest locat list
4546,remove my to do list,lists_remove,remov list
4547,remove the list of person starting from letter m in my contact list,lists_remove,remov list person start letter contact list
4548,remove my shopping list,lists_remove,remov shop list
4549,remove apples from my shopping list,lists_remove,remov appl shop list
4550,remove the list called party time,lists_remove,remov list call parti time
4551,kill item,lists_remove,kill item
4552,remove last played song,lists_remove,remov last play song
4553,drop it from list,lists_remove,drop list
4554,please delete the shopping list,lists_remove,plea delet shop list
4555,delete an item,lists_remove,delet item
4556,remove the guest list i created last week,lists_remove,remov guest list creat last week
4557,i have already given mark his gift today please remove him on my christmas gift list,lists_remove,alreadi given mark gift today plea remov christma gift list
4558,delete the list,lists_remove,delet list
4559,cross out bread from shopping list,lists_remove,cross bread shop list
4560,remove noodles from the list,lists_remove,remov nodul list
4561,can you remove remove buying eggs item from my to do list,lists_remove,remov remov buy egg item list
4562,please remove apples from my grocery list,lists_remove,plea remov appl grocer list
4563,delete list,lists_remove,delet list
4564,please clean my shopping list,lists_remove,plea clean shop list
4565,remove list of due payment of rajesh,lists_remove,remov list due payment rate
4566,please delete bananas from my shopping list,lists_remove,plea delet banana shop list
4567,please delete this file,lists_remove,plea delet file
4568,take that off there,lists_remove,take
4569,rearrange that off the list,lists_remove,rearrang list
4570,get rid of a list,lists_remove,get rid list
4571,please remove sporty event from list,lists_remove,plea remov sport event list
4572,please remove a list,lists_remove,plea remov list
4573,please remove dallas from my travel itinerary,lists_remove,plea remov dalla travel itiner
4574,clear the list,lists_remove,clear list
4575,delete my groceries list,lists_remove,delet groceri list
4576,please remove the first list,lists_remove,plea remov first list
4577,remove grocery list,lists_remove,remov grocer list
4578,remove my list of notes from last week,lists_remove,remov list note last week
4579,find apple on list and remove,lists_remove,find appl list remov
4580,remove that item,lists_remove,remov item
4581,delete last item listed,lists_remove,delet last item list
4582,remove cereal from my shopping list,lists_remove,remov cereal shop list
4583,i'm done with today's to do list,lists_remove,i '' m done today '' s list
4584,delete the last list,lists_remove,delet last list
4585,please remove the grocery list from my set of lists,lists_remove,plea remov grocer list set list
4586,clear list things to do this weekend,lists_remove,clear list thing weekend
4587,delete everything on the menu,lists_remove,delet everyth menu
4588,remove the grocery list from my active lists,lists_remove,remov grocer list activ list
4589,please remove tricep pulldown from my workout list,lists_remove,plea remov tricep pulldown lookout list
4590,we're out of paint so take bathroom painting off the list,lists_remove,we '' re paint take bathroom paint list
4591,scratch that one from the list,lists_remove,scratch one list
4592,remove eric name,lists_remove,remov eric name
4593,remove the sms recipient which have initials s,lists_remove,remov sum recipi initi
4594,delete mike stein from contacts list,lists_remove,delet mike stein contact list
4595,remove milk from my grocery list,lists_remove,remov milk grocer list
4596,eliminate the list kickball but make sure the contacts remain,lists_remove,elimin list kickbal make sure contact remain
4597,remove the list please,lists_remove,remov list plea
4598,delete that item,lists_remove,delet item
4599,remove cart list,lists_remove,remov cart list
4600,remove item three,lists_remove,remov item three
4601,clear my activities list for today,lists_remove,clear activ list today
4602,delete this item,lists_remove,delet item
4603,clear this list,lists_remove,clear list
4604,remove a list please,lists_remove,remov list plea
4605,delete sherlock holmes from library,lists_remove,delet sherlock holm librari
